================================================================================
PARITY TEST REPORT
================================================================================
Generated: 2025-12-05T02:33:41.324233
Git commit: ff660ecea2b49dc980cd3812efdee5a455d47103

Total tests: 1548
Passed (strict): 700/1548
Passed (tolerant): 1548/1548
Event failures: 0/1548
Value failures: 848/1548
Errors: 0/1548


================================================================================
ALL RESULTS
================================================================================
model,scenario,country,status,event_parity,value_parity,rust_events,python_events,max_rel_diff
model,tobacco_t2,PRY,passed,True,True,16084,16084,0.008584
model,tobacco_t2,PHL,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t2,POL,passed_tolerant,True,False,16084,16084,0.222300
model,tobacco_t2,PRT,passed_tolerant,True,False,16084,16084,0.014040
model,tobacco_t2,QAT,passed_tolerant,True,False,16084,16084,0.010146
model,tobacco_t2,ROU,passed_tolerant,True,False,16084,16084,0.021939
model,tobacco_t2,RUS,passed,True,True,16084,16084,0.007058
model,tobacco_t2,RWA,passed_tolerant,True,False,16084,16084,0.018624
model,tobacco_t2,WSM,passed,True,True,16084,16084,0.003468
model,tobacco_t2,STP,passed,True,True,16084,16084,0.005992
model,tobacco_t2,SAU,passed,True,True,16084,16084,0.003412
model,tobacco_t2,SEN,passed,True,True,16084,16084,0.006590
model,tobacco_t2,SRB,passed_tolerant,True,False,16084,16084,0.333400
model,tobacco_t2,SYC,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t2,SLE,passed_tolerant,True,False,16084,16084,0.075850
model,tobacco_t2,SGP,passed_tolerant,True,False,16084,16084,0.031625
model,tobacco_t2,SVK,passed_tolerant,True,False,16084,16084,0.074674
model,tobacco_t2,SVN,passed_tolerant,True,False,16084,16084,0.062971
model,tobacco_t2,SLB,passed,True,True,16084,16084,0.003851
model,tobacco_t2,SOM,passed,True,True,16084,16084,0.009901
model,tobacco_t2,ZAF,passed_tolerant,True,False,16084,16084,0.070800
model,tobacco_t2,ESP,passed_tolerant,True,False,16084,16084,0.016157
model,tobacco_t2,LKA,passed,True,True,16084,16084,0.005267
model,tobacco_t2,SDN,passed_tolerant,True,False,16084,16084,0.039057
model,tobacco_t2,SUR,passed_tolerant,True,False,16084,16084,0.012370
model,tobacco_t2,SWZ,passed,True,True,16084,16084,0.002412
model,tobacco_t2,SWE,passed_tolerant,True,False,16084,16084,0.024069
model,tobacco_t2,CHE,passed,True,True,16084,16084,0.008036
model,tobacco_t2,SYR,passed,True,True,16084,16084,0.002289
model,tobacco_t2,TJK,passed_tolerant,True,False,16084,16084,0.050590
model,tobacco_t2,TZA,passed_tolerant,True,False,16084,16084,0.232400
model,tobacco_t2,THA,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t2,TGO,passed_tolerant,True,False,16084,16084,0.139044
model,tobacco_t2,TON,passed,True,True,16084,16084,0.003550
model,tobacco_t2,TTO,passed,True,True,16084,16084,0.003274
model,tobacco_t2,TUN,passed,True,True,16084,16084,0.008579
model,tobacco_t2,TUR,passed_tolerant,True,False,16084,16084,0.023271
model,tobacco_t2,TKM,passed_tolerant,True,False,16084,16084,0.023846
model,tobacco_t2,UGA,passed,True,True,16084,16084,0.007812
model,tobacco_t2,UKR,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t2,ARE,passed,True,True,16084,16084,0.006833
model,tobacco_t2,GBR,passed_tolerant,True,False,16084,16084,0.041277
model,tobacco_t2,USA,passed_tolerant,True,False,16084,16084,0.083040
model,tobacco_t2,URY,passed_tolerant,True,False,16084,16084,0.025911
model,tobacco_t2,UZB,passed,True,True,16084,16084,0.009901
model,tobacco_t2,VUT,passed_tolerant,True,False,16084,16084,0.037181
model,tobacco_t2,VEN,passed,True,True,16084,16084,0.006217
model,tobacco_t2,VNM,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t2,YEM,passed,True,True,16084,16084,0.001854
model,tobacco_t2,ZMB,passed_tolerant,True,False,16084,16084,0.037701
model,tobacco_t2,ZWE,passed_tolerant,True,False,16084,16084,0.013987
model,tobacco_t3,AFG,passed,True,True,16084,16084,0.003598
model,tobacco_t3,ALB,passed,True,True,16084,16084,0.004837
model,tobacco_t3,DZA,passed_tolerant,True,False,16084,16084,0.046111
model,tobacco_t3,AGO,passed,True,True,16084,16084,0.004799
model,tobacco_t3,ARG,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t3,ARM,passed,True,True,16084,16084,0.004118
model,tobacco_t3,AUS,passed_tolerant,True,False,16084,16084,0.022180
model,tobacco_t3,AUT,passed_tolerant,True,False,16084,16084,0.023607
model,tobacco_t3,AZE,passed_tolerant,True,False,16084,16084,0.057049
model,tobacco_t3,BHS,passed,True,True,16084,16084,0.005678
model,tobacco_t3,BHR,passed,True,True,16084,16084,0.004652
model,tobacco_t3,BGD,passed,True,True,16084,16084,0.009238
model,tobacco_t3,BRB,passed,True,True,16084,16084,0.009901
model,tobacco_t3,BLR,passed_tolerant,True,False,16084,16084,0.022842
model,tobacco_t3,BEL,passed_tolerant,True,False,16084,16084,0.019590
model,tobacco_t3,BLZ,passed,True,True,16084,16084,0.005098
model,tobacco_t3,BEN,passed_tolerant,True,False,16084,16084,0.104467
model,tobacco_t3,BTN,passed_tolerant,True,False,16084,16084,0.055650
model,tobacco_t3,BIH,passed_tolerant,True,False,16084,16084,0.024508
model,tobacco_t3,BWA,passed_tolerant,True,False,16084,16084,0.012722
model,tobacco_t3,BRA,passed_tolerant,True,False,16084,16084,0.040500
model,tobacco_t3,BRN,passed_tolerant,True,False,16084,16084,0.032644
model,tobacco_t3,BGR,passed_tolerant,True,False,16084,16084,0.023724
model,tobacco_t3,BFA,passed,True,True,16084,16084,0.003467
model,tobacco_t3,BDI,passed,True,True,16084,16084,0.008176
model,tobacco_t3,KHM,passed_tolerant,True,False,16084,16084,0.015587
model,tobacco_t3,CMR,passed_tolerant,True,False,16084,16084,0.045359
model,tobacco_t3,CAN,passed_tolerant,True,False,16084,16084,0.041311
model,tobacco_t3,CPV,passed,True,True,16084,16084,0.006296
model,tobacco_t3,CAF,passed,True,True,16084,16084,0.003053
model,tobacco_t3,TCD,passed_tolerant,True,False,16084,16084,0.035909
model,tobacco_t3,CHL,passed_tolerant,True,False,16084,16084,0.026027
model,tobacco_t3,CHN,passed_tolerant,True,False,16084,16084,0.057333
model,tobacco_t3,COL,passed_tolerant,True,False,16084,16084,0.013246
model,tobacco_t3,COM,passed_tolerant,True,False,16084,16084,0.011118
model,tobacco_t3,COG,passed_tolerant,True,False,16084,16084,0.029315
model,tobacco_t3,COD,passed_tolerant,True,False,16084,16084,0.027514
model,tobacco_t3,CRI,passed_tolerant,True,False,16084,16084,0.019704
model,tobacco_t3,CIV,passed_tolerant,True,False,16084,16084,0.028044
model,tobacco_t3,HRV,passed_tolerant,True,False,16084,16084,0.041727
model,tobacco_t3,CUB,passed_tolerant,True,False,16084,16084,0.024185
model,tobacco_t3,CYP,passed_tolerant,True,False,16084,16084,0.012985
model,tobacco_t3,CZE,passed_tolerant,True,False,16084,16084,0.026625
model,tobacco_t3,DNK,passed_tolerant,True,False,16084,16084,0.014767
model,tobacco_t3,DJI,passed_tolerant,True,False,16084,16084,0.031843
model,tobacco_t3,DOM,passed,True,True,16084,16084,0.006220
model,tobacco_t3,EGY,passed,True,True,16084,16084,0.003467
model,tobacco_t3,SLV,passed,True,True,16084,16084,0.005545
model,tobacco_t3,GNQ,passed,True,True,16084,16084,0.003925
model,tobacco_t3,ERI,passed,True,True,16084,16084,0.005347
model,tobacco_t3,EST,passed,True,True,16084,16084,0.009994
model,tobacco_t3,ETH,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t3,FJI,passed,True,True,16084,16084,0.003266
model,tobacco_t3,FIN,passed_tolerant,True,False,16084,16084,0.032678
model,tobacco_t3,FRA,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t3,GAB,passed,True,True,16084,16084,0.006845
model,tobacco_t3,GMB,passed,True,True,16084,16084,0.004084
model,tobacco_t3,GEO,passed_tolerant,True,False,16084,16084,0.020973
model,tobacco_t3,DEU,passed_tolerant,True,False,16084,16084,0.023552
model,tobacco_t3,GHA,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t3,GRC,passed_tolerant,True,False,16084,16084,0.031220
model,tobacco_t3,GTM,passed_tolerant,True,False,16084,16084,0.011100
model,tobacco_t3,GIN,passed_tolerant,True,False,16084,16084,0.067914
model,tobacco_t3,GNB,passed_tolerant,True,False,16084,16084,0.023186
model,tobacco_t3,GUY,passed,True,True,16084,16084,0.004298
model,tobacco_t3,HTI,passed,True,True,16084,16084,0.001986
model,tobacco_t3,HND,passed_tolerant,True,False,16084,16084,0.031042
model,tobacco_t3,HUN,passed_tolerant,True,False,16084,16084,0.021073
model,tobacco_t3,ISL,passed,True,True,16084,16084,0.003165
model,tobacco_t3,IND,passed_tolerant,True,False,16084,16084,0.078978
model,tobacco_t3,IDN,passed_tolerant,True,False,16084,16084,0.099910
model,tobacco_t3,IRN,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t3,IRQ,passed,True,True,16084,16084,0.005150
model,tobacco_t3,IRL,passed_tolerant,True,False,16084,16084,0.035925
model,tobacco_t3,ISR,passed,True,True,16084,16084,0.007812
model,tobacco_t3,ITA,passed_tolerant,True,False,16084,16084,0.049311
model,tobacco_t3,JAM,passed_tolerant,True,False,16084,16084,0.010396
model,tobacco_t3,JPN,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t3,JOR,passed,True,True,16084,16084,0.002654
model,tobacco_t3,KAZ,passed,True,True,16084,16084,0.006055
model,tobacco_t3,KEN,passed,True,True,16084,16084,0.005321
model,tobacco_t3,PRK,passed_tolerant,True,False,16084,16084,0.188443
model,tobacco_t3,KOR,passed,True,True,16084,16084,0.009165
model,tobacco_t3,KWT,passed_tolerant,True,False,16084,16084,0.011380
model,tobacco_t3,KGZ,passed,True,True,16084,16084,0.008272
model,tobacco_t3,LAO,passed,True,True,16084,16084,0.004681
model,tobacco_t3,LVA,passed_tolerant,True,False,16084,16084,0.010425
model,tobacco_t3,LBN,passed,True,True,16084,16084,0.006599
model,tobacco_t3,LSO,passed_tolerant,True,False,16084,16084,0.014450
model,tobacco_t3,LBR,passed,True,True,16084,16084,0.005377
model,tobacco_t3,LBY,passed_tolerant,True,False,16084,16084,0.038739
model,tobacco_t3,LTU,passed_tolerant,True,False,16084,16084,0.016453
model,tobacco_t3,LUX,passed_tolerant,True,False,16084,16084,0.010929
model,tobacco_t3,MKD,passed_tolerant,True,False,16084,16084,0.066760
model,tobacco_t3,MDG,passed_tolerant,True,False,16084,16084,0.474800
model,tobacco_t3,MWI,passed_tolerant,True,False,16084,16084,0.101100
model,tobacco_t3,MYS,passed,True,True,16084,16084,0.007314
model,tobacco_t3,MDV,passed,True,True,16084,16084,0.002998
model,tobacco_t3,MLI,passed_tolerant,True,False,16084,16084,0.023571
model,tobacco_t3,MLT,passed_tolerant,True,False,16084,16084,0.024565
model,tobacco_t3,MRT,passed_tolerant,True,False,16084,16084,0.065029
model,tobacco_t3,MUS,passed_tolerant,True,False,16084,16084,0.058330
model,tobacco_t3,MEX,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t3,MDA,passed_tolerant,True,False,16084,16084,0.017727
model,tobacco_t3,MNG,passed,True,True,16084,16084,0.005717
model,tobacco_t3,MNE,passed_tolerant,True,False,16084,16084,0.077548
model,tobacco_t3,MAR,passed,True,True,16084,16084,0.006723
model,tobacco_t3,MOZ,passed,True,True,16084,16084,0.003171
model,tobacco_t3,MMR,passed_tolerant,True,False,16084,16084,0.020450
model,tobacco_t3,NAM,passed,True,True,16084,16084,0.008735
model,tobacco_t3,NPL,passed,True,True,16084,16084,0.005099
model,tobacco_t3,NLD,passed_tolerant,True,False,16084,16084,0.066489
model,tobacco_t3,NZL,passed,True,True,16084,16084,0.007486
model,tobacco_t3,NIC,passed_tolerant,True,False,16084,16084,0.012806
model,tobacco_t3,NER,passed_tolerant,True,False,16084,16084,0.121300
model,tobacco_t3,NGA,passed_tolerant,True,False,16084,16084,0.032026
model,tobacco_t3,NOR,passed,True,True,16084,16084,0.008180
model,tobacco_t3,OMN,passed,True,True,16084,16084,0.006155
model,tobacco_t3,PAK,passed,True,True,16084,16084,0.005116
model,tobacco_t3,PAN,passed_tolerant,True,False,16084,16084,0.016979
model,tobacco_t3,PNG,passed_tolerant,True,False,16084,16084,0.012955
model,tobacco_t3,PRY,passed,True,True,16084,16084,0.008584
model,tobacco_t3,PHL,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t3,POL,passed_tolerant,True,False,16084,16084,0.222300
model,tobacco_t3,PRT,passed_tolerant,True,False,16084,16084,0.014040
model,tobacco_t3,QAT,passed_tolerant,True,False,16084,16084,0.010146
model,tobacco_t3,ROU,passed_tolerant,True,False,16084,16084,0.021939
model,tobacco_t3,RUS,passed,True,True,16084,16084,0.007058
model,tobacco_t3,RWA,passed_tolerant,True,False,16084,16084,0.018624
model,tobacco_t3,WSM,passed,True,True,16084,16084,0.003468
model,tobacco_t3,STP,passed,True,True,16084,16084,0.005992
model,tobacco_t3,SAU,passed,True,True,16084,16084,0.003412
model,tobacco_t3,SEN,passed,True,True,16084,16084,0.006590
model,tobacco_t3,SRB,passed_tolerant,True,False,16084,16084,0.333400
model,tobacco_t3,SYC,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t3,SLE,passed_tolerant,True,False,16084,16084,0.075850
model,tobacco_t3,SGP,passed_tolerant,True,False,16084,16084,0.031625
model,tobacco_t3,SVK,passed_tolerant,True,False,16084,16084,0.074674
model,tobacco_t3,SVN,passed_tolerant,True,False,16084,16084,0.062971
model,tobacco_t3,SLB,passed,True,True,16084,16084,0.003851
model,tobacco_t3,SOM,passed,True,True,16084,16084,0.009901
model,tobacco_t3,ZAF,passed_tolerant,True,False,16084,16084,0.070800
model,tobacco_t3,ESP,passed_tolerant,True,False,16084,16084,0.016157
model,tobacco_t3,LKA,passed,True,True,16084,16084,0.005267
model,tobacco_t3,SDN,passed_tolerant,True,False,16084,16084,0.039057
model,tobacco_t3,SUR,passed_tolerant,True,False,16084,16084,0.012370
model,tobacco_t3,SWZ,passed,True,True,16084,16084,0.002412
model,tobacco_t3,SWE,passed_tolerant,True,False,16084,16084,0.024069
model,tobacco_t3,CHE,passed,True,True,16084,16084,0.008036
model,tobacco_t3,SYR,passed,True,True,16084,16084,0.002276
model,tobacco_t3,TJK,passed_tolerant,True,False,16084,16084,0.050590
model,tobacco_t3,TZA,passed_tolerant,True,False,16084,16084,0.232400
model,tobacco_t3,THA,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t3,TGO,passed_tolerant,True,False,16084,16084,0.139044
model,tobacco_t3,TON,passed,True,True,16084,16084,0.003550
model,tobacco_t3,TTO,passed,True,True,16084,16084,0.003274
model,tobacco_t3,TUN,passed,True,True,16084,16084,0.008579
model,tobacco_t3,TUR,passed_tolerant,True,False,16084,16084,0.023271
model,tobacco_t3,TKM,passed_tolerant,True,False,16084,16084,0.023846
model,tobacco_t3,UGA,passed,True,True,16084,16084,0.007812
model,tobacco_t3,UKR,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t3,ARE,passed,True,True,16084,16084,0.006833
model,tobacco_t3,GBR,passed_tolerant,True,False,16084,16084,0.041277
model,tobacco_t3,USA,passed_tolerant,True,False,16084,16084,0.083040
model,tobacco_t3,URY,passed_tolerant,True,False,16084,16084,0.025911
model,tobacco_t3,UZB,passed,True,True,16084,16084,0.009901
model,tobacco_t3,VUT,passed_tolerant,True,False,16084,16084,0.037181
model,tobacco_t3,VEN,passed,True,True,16084,16084,0.006217
model,tobacco_t3,VNM,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t3,YEM,passed,True,True,16084,16084,0.001854
model,tobacco_t3,ZMB,passed_tolerant,True,False,16084,16084,0.037701
model,tobacco_t3,ZWE,passed_tolerant,True,False,16084,16084,0.013987
model,tobacco_t4,AFG,passed,True,True,16084,16084,0.003438
model,tobacco_t4,ALB,passed,True,True,16084,16084,0.004837
model,tobacco_t4,DZA,passed_tolerant,True,False,16084,16084,0.046111
model,tobacco_t4,AGO,passed,True,True,16084,16084,0.004845
model,tobacco_t4,ARG,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t4,ARM,passed,True,True,16084,16084,0.005476
model,tobacco_t4,AUS,passed_tolerant,True,False,16084,16084,0.022180
model,tobacco_t4,AUT,passed_tolerant,True,False,16084,16084,0.023607
model,tobacco_t4,AZE,passed_tolerant,True,False,16084,16084,0.057049
model,tobacco_t4,BHS,passed,True,True,16084,16084,0.005678
model,tobacco_t4,BHR,passed,True,True,16084,16084,0.004652
model,tobacco_t4,BGD,passed,True,True,16084,16084,0.009238
model,tobacco_t4,BRB,passed,True,True,16084,16084,0.009901
model,tobacco_t4,BLR,passed_tolerant,True,False,16084,16084,0.022842
model,tobacco_t4,BEL,passed_tolerant,True,False,16084,16084,0.019590
model,tobacco_t4,BLZ,passed,True,True,16084,16084,0.005098
model,tobacco_t4,BEN,passed_tolerant,True,False,16084,16084,0.104467
model,tobacco_t4,BTN,passed_tolerant,True,False,16084,16084,0.055650
model,tobacco_t4,BIH,passed_tolerant,True,False,16084,16084,0.024508
model,tobacco_t4,BWA,passed_tolerant,True,False,16084,16084,0.012722
model,tobacco_t4,BRA,passed_tolerant,True,False,16084,16084,0.040500
model,tobacco_t4,BRN,passed_tolerant,True,False,16084,16084,0.032644
model,tobacco_t4,BGR,passed_tolerant,True,False,16084,16084,0.023724
model,tobacco_t4,BFA,passed,True,True,16084,16084,0.003467
model,tobacco_t4,BDI,passed,True,True,16084,16084,0.008176
model,tobacco_t4,KHM,passed_tolerant,True,False,16084,16084,0.015587
model,tobacco_t4,CMR,passed_tolerant,True,False,16084,16084,0.045359
model,tobacco_t4,CAN,passed_tolerant,True,False,16084,16084,0.041311
model,tobacco_t4,CPV,passed,True,True,16084,16084,0.006235
model,tobacco_t4,CAF,passed,True,True,16084,16084,0.004053
model,tobacco_t4,TCD,passed_tolerant,True,False,16084,16084,0.035909
model,tobacco_t4,CHL,passed_tolerant,True,False,16084,16084,0.026027
model,tobacco_t4,CHN,passed_tolerant,True,False,16084,16084,0.057333
model,tobacco_t4,COL,passed_tolerant,True,False,16084,16084,0.013246
model,tobacco_t4,COM,passed_tolerant,True,False,16084,16084,0.011118
model,tobacco_t4,COG,passed_tolerant,True,False,16084,16084,0.029315
model,tobacco_t4,COD,passed_tolerant,True,False,16084,16084,0.027514
model,tobacco_t4,CRI,passed_tolerant,True,False,16084,16084,0.019704
model,tobacco_t4,CIV,passed_tolerant,True,False,16084,16084,0.028044
model,tobacco_t4,HRV,passed_tolerant,True,False,16084,16084,0.041727
model,tobacco_t4,CUB,passed_tolerant,True,False,16084,16084,0.024185
model,tobacco_t4,CYP,passed_tolerant,True,False,16084,16084,0.012985
model,tobacco_t4,CZE,passed_tolerant,True,False,16084,16084,0.026625
model,tobacco_t4,DNK,passed_tolerant,True,False,16084,16084,0.014767
model,tobacco_t4,DJI,passed_tolerant,True,False,16084,16084,0.031843
model,tobacco_t4,DOM,passed,True,True,16084,16084,0.006220
model,tobacco_t4,EGY,passed,True,True,16084,16084,0.003467
model,tobacco_t4,SLV,passed,True,True,16084,16084,0.005545
model,tobacco_t4,GNQ,passed,True,True,16084,16084,0.003925
model,tobacco_t4,ERI,passed,True,True,16084,16084,0.005347
model,tobacco_t4,EST,passed,True,True,16084,16084,0.009994
model,tobacco_t4,ETH,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t4,FJI,passed,True,True,16084,16084,0.003266
model,tobacco_t4,FIN,passed_tolerant,True,False,16084,16084,0.032678
model,tobacco_t4,FRA,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t4,GAB,passed,True,True,16084,16084,0.006845
model,tobacco_t4,GMB,passed,True,True,16084,16084,0.004084
model,tobacco_t4,GEO,passed_tolerant,True,False,16084,16084,0.020973
model,tobacco_t4,DEU,passed_tolerant,True,False,16084,16084,0.023552
model,tobacco_t4,GHA,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t4,GRC,passed_tolerant,True,False,16084,16084,0.031220
model,tobacco_t4,GTM,passed_tolerant,True,False,16084,16084,0.011100
model,tobacco_t4,GIN,passed_tolerant,True,False,16084,16084,0.067914
model,tobacco_t4,GNB,passed_tolerant,True,False,16084,16084,0.023186
model,tobacco_t4,GUY,passed,True,True,16084,16084,0.004298
model,tobacco_t4,HTI,passed,True,True,16084,16084,0.001986
model,tobacco_t4,HND,passed_tolerant,True,False,16084,16084,0.031042
model,tobacco_t4,HUN,passed_tolerant,True,False,16084,16084,0.021073
model,tobacco_t4,ISL,passed,True,True,16084,16084,0.003165
model,tobacco_t4,IND,passed_tolerant,True,False,16084,16084,0.078978
model,tobacco_t4,IDN,passed_tolerant,True,False,16084,16084,0.099910
model,tobacco_t4,IRN,passed_tolerant,True,False,16084,16084,0.068872
model,tobacco_t4,IRQ,passed,True,True,16084,16084,0.005150
model,tobacco_t4,IRL,passed_tolerant,True,False,16084,16084,0.035925
model,tobacco_t4,ISR,passed,True,True,16084,16084,0.007812
model,tobacco_t4,ITA,passed_tolerant,True,False,16084,16084,0.049311
model,tobacco_t4,JAM,passed_tolerant,True,False,16084,16084,0.010396
model,tobacco_t4,JPN,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t4,JOR,passed,True,True,16084,16084,0.003971
model,tobacco_t4,KAZ,passed,True,True,16084,16084,0.006055
model,tobacco_t4,KEN,passed,True,True,16084,16084,0.005730
model,tobacco_t4,PRK,passed_tolerant,True,False,16084,16084,0.188443
model,tobacco_t4,KOR,passed,True,True,16084,16084,0.009165
model,tobacco_t4,KWT,passed_tolerant,True,False,16084,16084,0.011380
model,tobacco_t4,KGZ,passed,True,True,16084,16084,0.008272
model,tobacco_t4,LAO,passed,True,True,16084,16084,0.004681
model,tobacco_t4,LVA,passed_tolerant,True,False,16084,16084,0.010425
model,tobacco_t4,LBN,passed,True,True,16084,16084,0.006599
model,tobacco_t4,LSO,passed_tolerant,True,False,16084,16084,0.014450
model,tobacco_t4,LBR,passed,True,True,16084,16084,0.005377
model,tobacco_t4,LBY,passed_tolerant,True,False,16084,16084,0.038739
model,tobacco_t4,LTU,passed_tolerant,True,False,16084,16084,0.016453
model,tobacco_t4,LUX,passed_tolerant,True,False,16084,16084,0.010929
model,tobacco_t4,MKD,passed_tolerant,True,False,16084,16084,0.066760
model,tobacco_t4,MDG,passed_tolerant,True,False,16084,16084,0.474800
model,tobacco_t4,MWI,passed_tolerant,True,False,16084,16084,0.101100
model,tobacco_t4,MYS,passed,True,True,16084,16084,0.007314
model,tobacco_t4,MDV,passed,True,True,16084,16084,0.002998
model,tobacco_t4,MLI,passed_tolerant,True,False,16084,16084,0.023571
model,tobacco_t4,MLT,passed_tolerant,True,False,16084,16084,0.024565
model,tobacco_t4,MRT,passed_tolerant,True,False,16084,16084,0.065029
model,tobacco_t4,MUS,passed_tolerant,True,False,16084,16084,0.058330
model,tobacco_t4,MEX,passed_tolerant,True,False,16084,16084,0.047982
model,tobacco_t4,MDA,passed_tolerant,True,False,16084,16084,0.017727
model,tobacco_t4,MNG,passed,True,True,16084,16084,0.005717
model,tobacco_t4,MNE,passed_tolerant,True,False,16084,16084,0.077548
model,tobacco_t4,MAR,passed,True,True,16084,16084,0.006723
model,tobacco_t4,MOZ,passed,True,True,16084,16084,0.003171
model,tobacco_t4,MMR,passed_tolerant,True,False,16084,16084,0.020450
model,tobacco_t4,NAM,passed,True,True,16084,16084,0.008735
model,tobacco_t4,NPL,passed,True,True,16084,16084,0.005099
model,tobacco_t4,NLD,passed_tolerant,True,False,16084,16084,0.066489
model,tobacco_t4,NZL,passed,True,True,16084,16084,0.007486
model,tobacco_t4,NIC,passed_tolerant,True,False,16084,16084,0.012806
model,tobacco_t4,NER,passed_tolerant,True,False,16084,16084,0.121300
model,tobacco_t4,NGA,passed_tolerant,True,False,16084,16084,0.032026
model,tobacco_t4,NOR,passed,True,True,16084,16084,0.008180
model,tobacco_t4,OMN,passed,True,True,16084,16084,0.006155
model,tobacco_t4,PAK,passed,True,True,16084,16084,0.005116
model,tobacco_t4,PAN,passed_tolerant,True,False,16084,16084,0.016979
model,tobacco_t4,PNG,passed_tolerant,True,False,16084,16084,0.012955
model,tobacco_t4,PRY,passed,True,True,16084,16084,0.008584
model,tobacco_t4,PHL,passed_tolerant,True,False,16084,16084,0.014126
model,tobacco_t4,POL,passed_tolerant,True,False,16084,16084,0.222300
model,tobacco_t4,PRT,passed_tolerant,True,False,16084,16084,0.014040
model,tobacco_t4,QAT,passed_tolerant,True,False,16084,16084,0.010146
model,tobacco_t4,ROU,passed_tolerant,True,False,16084,16084,0.021939
model,tobacco_t4,RUS,passed,True,True,16084,16084,0.007058
model,tobacco_t4,RWA,passed_tolerant,True,False,16084,16084,0.018624
model,tobacco_t4,WSM,passed,True,True,16084,16084,0.003468
model,tobacco_t4,STP,passed,True,True,16084,16084,0.005992
model,tobacco_t4,SAU,passed,True,True,16084,16084,0.003412
model,tobacco_t4,SEN,passed,True,True,16084,16084,0.006590
model,tobacco_t4,SRB,passed_tolerant,True,False,16084,16084,0.333400
model,tobacco_t4,SYC,passed_tolerant,True,False,16084,16084,0.010200
model,tobacco_t4,SLE,passed_tolerant,True,False,16084,16084,0.075850
model,tobacco_t4,SGP,passed_tolerant,True,False,16084,16084,0.031625
model,tobacco_t4,SVK,passed_tolerant,True,False,16084,16084,0.074674
model,tobacco_t4,SVN,passed_tolerant,True,False,16084,16084,0.062971
model,tobacco_t4,SLB,passed,True,True,16084,16084,0.003851
model,tobacco_t4,SOM,passed,True,True,16084,16084,0.009901
model,tobacco_t4,ZAF,passed_tolerant,True,False,16084,16084,0.070800
model,tobacco_t4,ESP,passed_tolerant,True,False,16084,16084,0.016157
model,tobacco_t4,LKA,passed,True,True,16084,16084,0.005267
model,tobacco_t4,SDN,passed_tolerant,True,False,16084,16084,0.039057
model,tobacco_t4,SUR,passed_tolerant,True,False,16084,16084,0.012370
model,tobacco_t4,SWZ,passed,True,True,16084,16084,0.002412
model,tobacco_t4,SWE,passed_tolerant,True,False,16084,16084,0.024069
model,tobacco_t4,CHE,passed,True,True,16084,16084,0.008036
model,tobacco_t4,SYR,passed,True,True,16084,16084,0.003291
model,tobacco_t4,TJK,passed_tolerant,True,False,16084,16084,0.050590
model,tobacco_t4,TZA,passed_tolerant,True,False,16084,16084,0.232400
model,tobacco_t4,THA,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t4,TGO,passed_tolerant,True,False,16084,16084,0.139044
model,tobacco_t4,TON,passed,True,True,16084,16084,0.003550
model,tobacco_t4,TTO,passed,True,True,16084,16084,0.003274
model,tobacco_t4,TUN,passed,True,True,16084,16084,0.008579
model,tobacco_t4,TUR,passed_tolerant,True,False,16084,16084,0.023271
model,tobacco_t4,TKM,passed_tolerant,True,False,16084,16084,0.023846
model,tobacco_t4,UGA,passed,True,True,16084,16084,0.007812
model,tobacco_t4,UKR,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t4,ARE,passed,True,True,16084,16084,0.006833
model,tobacco_t4,GBR,passed_tolerant,True,False,16084,16084,0.041277
model,tobacco_t4,USA,passed_tolerant,True,False,16084,16084,0.083040
model,tobacco_t4,URY,passed_tolerant,True,False,16084,16084,0.025911
model,tobacco_t4,UZB,passed,True,True,16084,16084,0.009901
model,tobacco_t4,VUT,passed_tolerant,True,False,16084,16084,0.037181
model,tobacco_t4,VEN,passed,True,True,16084,16084,0.006217
model,tobacco_t4,VNM,passed_tolerant,True,False,16084,16084,1.000000
model,tobacco_t4,YEM,passed,True,True,16084,16084,0.001854
